episode_reward_mean,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id,experiment_tag
-62.581984586340255,7.987025260925293,False,,,1,5dcc1fbb1c394882a301a9dd45c368da,2020-12-05_18-11-08,1607220668,7.987025260925293,98600,Macbook,192.168.86.30,7.987025260925293,0,1,4728c_00001,"1_discount=0.996,tau=1e-05"
-62.581984586340255,3.689913749694824,False,,,2,5dcc1fbb1c394882a301a9dd45c368da,2020-12-05_18-11-11,1607220671,11.676939010620117,98600,Macbook,192.168.86.30,11.676939010620117,0,2,4728c_00001,"1_discount=0.996,tau=1e-05"
-62.581984586340255,2.8885512351989746,False,,,3,5dcc1fbb1c394882a301a9dd45c368da,2020-12-05_18-11-14,1607220674,14.565490245819092,98600,Macbook,192.168.86.30,14.565490245819092,0,3,4728c_00001,"1_discount=0.996,tau=1e-05"
-62.581984586340255,2.6130340099334717,False,,,4,5dcc1fbb1c394882a301a9dd45c368da,2020-12-05_18-11-17,1607220677,17.178524255752563,98600,Macbook,192.168.86.30,17.178524255752563,0,4,4728c_00001,"1_discount=0.996,tau=1e-05"
-62.581984586340255,2.534080982208252,False,,,5,5dcc1fbb1c394882a301a9dd45c368da,2020-12-05_18-11-19,1607220679,19.712605237960815,98600,Macbook,192.168.86.30,19.712605237960815,0,5,4728c_00001,"1_discount=0.996,tau=1e-05"
-12.042425814517491,206.76597905158997,False,,,6,5dcc1fbb1c394882a301a9dd45c368da,2020-12-05_18-14-46,1607220886,226.47858428955078,98600,Macbook,192.168.86.30,226.47858428955078,0,6,4728c_00001,"1_discount=0.996,tau=1e-05"
-11.98685445483522,190.0263819694519,False,,,7,5dcc1fbb1c394882a301a9dd45c368da,2020-12-05_18-17-56,1607221076,416.5049662590027,98600,Macbook,192.168.86.30,416.5049662590027,0,7,4728c_00001,"1_discount=0.996,tau=1e-05"
-13.603760390928159,177.9769949913025,False,,,8,5dcc1fbb1c394882a301a9dd45c368da,2020-12-05_18-20-54,1607221254,594.4819612503052,98600,Macbook,192.168.86.30,594.4819612503052,0,8,4728c_00001,"1_discount=0.996,tau=1e-05"
-14.426902199902855,164.1804769039154,False,,,9,5dcc1fbb1c394882a301a9dd45c368da,2020-12-05_18-23-38,1607221418,758.6624381542206,98600,Macbook,192.168.86.30,758.6624381542206,0,9,4728c_00001,"1_discount=0.996,tau=1e-05"
-14.589571045836783,175.5875232219696,False,,,10,5dcc1fbb1c394882a301a9dd45c368da,2020-12-05_18-26-34,1607221594,934.2499613761902,98600,Macbook,192.168.86.30,934.2499613761902,0,10,4728c_00001,"1_discount=0.996,tau=1e-05"
-14.598836640826084,169.49902486801147,False,,,11,5dcc1fbb1c394882a301a9dd45c368da,2020-12-05_18-29-23,1607221763,1103.7489862442017,98600,Macbook,192.168.86.30,1103.7489862442017,0,11,4728c_00001,"1_discount=0.996,tau=1e-05"
-14.721151521466368,200.93549585342407,False,,,12,5dcc1fbb1c394882a301a9dd45c368da,2020-12-05_18-32-44,1607221964,1304.6844820976257,98600,Macbook,192.168.86.30,1304.6844820976257,0,12,4728c_00001,"1_discount=0.996,tau=1e-05"
-14.78633688997787,192.21438694000244,False,,,13,5dcc1fbb1c394882a301a9dd45c368da,2020-12-05_18-35-57,1607222157,1496.8988690376282,98600,Macbook,192.168.86.30,1496.8988690376282,0,13,4728c_00001,"1_discount=0.996,tau=1e-05"
-14.696537487129158,218.71603417396545,False,,,14,5dcc1fbb1c394882a301a9dd45c368da,2020-12-05_18-39-35,1607222375,1715.6149032115936,98600,Macbook,192.168.86.30,1715.6149032115936,0,14,4728c_00001,"1_discount=0.996,tau=1e-05"
-14.726801111345917,204.52604579925537,False,,,15,5dcc1fbb1c394882a301a9dd45c368da,2020-12-05_18-43-00,1607222580,1920.140949010849,98600,Macbook,192.168.86.30,1920.140949010849,0,15,4728c_00001,"1_discount=0.996,tau=1e-05"
-14.77005671135974,224.07458519935608,False,,,16,5dcc1fbb1c394882a301a9dd45c368da,2020-12-05_18-46-44,1607222804,2144.215534210205,98600,Macbook,192.168.86.30,2144.215534210205,0,16,4728c_00001,"1_discount=0.996,tau=1e-05"
-14.60271038219565,178.44140696525574,False,,,17,5dcc1fbb1c394882a301a9dd45c368da,2020-12-05_18-49-42,1607222982,2322.656941175461,98600,Macbook,192.168.86.30,2322.656941175461,0,17,4728c_00001,"1_discount=0.996,tau=1e-05"
-14.593330308307591,175.89113903045654,False,,,18,5dcc1fbb1c394882a301a9dd45c368da,2020-12-05_18-52-38,1607223158,2498.5480802059174,98600,Macbook,192.168.86.30,2498.5480802059174,0,18,4728c_00001,"1_discount=0.996,tau=1e-05"
-14.35429905481231,167.0279839038849,False,,,19,5dcc1fbb1c394882a301a9dd45c368da,2020-12-05_18-55-25,1607223325,2665.5760641098022,98600,Macbook,192.168.86.30,2665.5760641098022,0,19,4728c_00001,"1_discount=0.996,tau=1e-05"
-14.322923385680957,164.26907515525818,False,,,20,5dcc1fbb1c394882a301a9dd45c368da,2020-12-05_18-58-09,1607223489,2829.8451392650604,98600,Macbook,192.168.86.30,2829.8451392650604,0,20,4728c_00001,"1_discount=0.996,tau=1e-05"
-14.516960557126911,206.88117098808289,False,,,21,5dcc1fbb1c394882a301a9dd45c368da,2020-12-05_19-01-36,1607223696,3036.7263102531433,98600,Macbook,192.168.86.30,3036.7263102531433,0,21,4728c_00001,"1_discount=0.996,tau=1e-05"
-14.630523028741525,228.98458909988403,False,,,22,5dcc1fbb1c394882a301a9dd45c368da,2020-12-05_19-05-25,1607223925,3265.7108993530273,98600,Macbook,192.168.86.30,3265.7108993530273,0,22,4728c_00001,"1_discount=0.996,tau=1e-05"
-14.311057188178665,211.68079090118408,False,,,23,5dcc1fbb1c394882a301a9dd45c368da,2020-12-05_19-08-57,1607224137,3477.3916902542114,98600,Macbook,192.168.86.30,3477.3916902542114,0,23,4728c_00001,"1_discount=0.996,tau=1e-05"
-14.257657097926806,197.6428599357605,False,,,24,5dcc1fbb1c394882a301a9dd45c368da,2020-12-05_19-12-15,1607224335,3675.034550189972,98600,Macbook,192.168.86.30,3675.034550189972,0,24,4728c_00001,"1_discount=0.996,tau=1e-05"
-14.198027804883846,172.20524311065674,False,,,25,5dcc1fbb1c394882a301a9dd45c368da,2020-12-05_19-15-07,1607224507,3847.2397933006287,98600,Macbook,192.168.86.30,3847.2397933006287,0,25,4728c_00001,"1_discount=0.996,tau=1e-05"
-14.405651033474214,178.63969683647156,False,,,26,5dcc1fbb1c394882a301a9dd45c368da,2020-12-05_19-18-05,1607224685,4025.8794901371,98600,Macbook,192.168.86.30,4025.8794901371,0,26,4728c_00001,"1_discount=0.996,tau=1e-05"
-14.44649719183804,219.5222930908203,False,,,27,5dcc1fbb1c394882a301a9dd45c368da,2020-12-05_19-21-45,1607224905,4245.4017832279205,98600,Macbook,192.168.86.30,4245.4017832279205,0,27,4728c_00001,"1_discount=0.996,tau=1e-05"
-14.351766034376231,199.18191599845886,False,,,28,5dcc1fbb1c394882a301a9dd45c368da,2020-12-05_19-25-04,1607225104,4444.583699226379,98600,Macbook,192.168.86.30,4444.583699226379,0,28,4728c_00001,"1_discount=0.996,tau=1e-05"
-14.312260927293462,221.28138208389282,False,,,29,5dcc1fbb1c394882a301a9dd45c368da,2020-12-05_19-28-45,1607225325,4665.865081310272,98600,Macbook,192.168.86.30,4665.865081310272,0,29,4728c_00001,"1_discount=0.996,tau=1e-05"
-14.23198394609221,180.2417299747467,False,,,30,5dcc1fbb1c394882a301a9dd45c368da,2020-12-05_19-31-46,1607225506,4846.106811285019,98600,Macbook,192.168.86.30,4846.106811285019,0,30,4728c_00001,"1_discount=0.996,tau=1e-05"
-14.208887115654571,169.94548082351685,False,,,31,5dcc1fbb1c394882a301a9dd45c368da,2020-12-05_19-34-36,1607225676,5016.052292108536,98600,Macbook,192.168.86.30,5016.052292108536,0,31,4728c_00001,"1_discount=0.996,tau=1e-05"
-14.217932456259707,165.28891706466675,False,,,32,5dcc1fbb1c394882a301a9dd45c368da,2020-12-05_19-37-21,1607225841,5181.3412091732025,98600,Macbook,192.168.86.30,5181.3412091732025,0,32,4728c_00001,"1_discount=0.996,tau=1e-05"
-14.309509884397253,164.87295699119568,False,,,33,5dcc1fbb1c394882a301a9dd45c368da,2020-12-05_19-40-06,1607226006,5346.214166164398,98600,Macbook,192.168.86.30,5346.214166164398,0,33,4728c_00001,"1_discount=0.996,tau=1e-05"
-14.294434920424425,164.94708609580994,False,,,34,5dcc1fbb1c394882a301a9dd45c368da,2020-12-05_19-42-51,1607226171,5511.161252260208,98600,Macbook,192.168.86.30,5511.161252260208,0,34,4728c_00001,"1_discount=0.996,tau=1e-05"
-14.383564026694632,164.55660390853882,False,,,35,5dcc1fbb1c394882a301a9dd45c368da,2020-12-05_19-45-35,1607226335,5675.717856168747,98600,Macbook,192.168.86.30,5675.717856168747,0,35,4728c_00001,"1_discount=0.996,tau=1e-05"
-14.46903174022934,167.17588186264038,False,,,36,5dcc1fbb1c394882a301a9dd45c368da,2020-12-05_19-48-23,1607226503,5842.893738031387,98600,Macbook,192.168.86.30,5842.893738031387,0,36,4728c_00001,"1_discount=0.996,tau=1e-05"
-14.555175766010317,164.45055508613586,False,,,37,5dcc1fbb1c394882a301a9dd45c368da,2020-12-05_19-51-07,1607226667,6007.344293117523,98600,Macbook,192.168.86.30,6007.344293117523,0,37,4728c_00001,"1_discount=0.996,tau=1e-05"
-14.577513128442954,164.669664144516,False,,,38,5dcc1fbb1c394882a301a9dd45c368da,2020-12-05_19-53-52,1607226832,6172.013957262039,98600,Macbook,192.168.86.30,6172.013957262039,0,38,4728c_00001,"1_discount=0.996,tau=1e-05"
-14.455036685422948,166.48371505737305,False,,,39,5dcc1fbb1c394882a301a9dd45c368da,2020-12-05_19-56-38,1607226998,6338.497672319412,98600,Macbook,192.168.86.30,6338.497672319412,0,39,4728c_00001,"1_discount=0.996,tau=1e-05"
-14.66217008905429,164.24352192878723,False,,,40,5dcc1fbb1c394882a301a9dd45c368da,2020-12-05_19-59-22,1607227162,6502.7411942481995,98600,Macbook,192.168.86.30,6502.7411942481995,0,40,4728c_00001,"1_discount=0.996,tau=1e-05"
-14.613160292544455,164.301038980484,False,,,41,5dcc1fbb1c394882a301a9dd45c368da,2020-12-05_20-02-07,1607227327,6667.0422332286835,98600,Macbook,192.168.86.30,6667.0422332286835,0,41,4728c_00001,"1_discount=0.996,tau=1e-05"
-14.617136453849298,164.16843700408936,False,,,42,5dcc1fbb1c394882a301a9dd45c368da,2020-12-05_20-04-51,1607227491,6831.210670232773,98600,Macbook,192.168.86.30,6831.210670232773,0,42,4728c_00001,"1_discount=0.996,tau=1e-05"
-14.682900491574992,168.12846112251282,False,,,43,5dcc1fbb1c394882a301a9dd45c368da,2020-12-05_20-07-39,1607227659,6999.339131355286,98600,Macbook,192.168.86.30,6999.339131355286,0,43,4728c_00001,"1_discount=0.996,tau=1e-05"
-14.547249705790481,164.7668318748474,False,,,44,5dcc1fbb1c394882a301a9dd45c368da,2020-12-05_20-10-24,1607227824,7164.105963230133,98600,Macbook,192.168.86.30,7164.105963230133,0,44,4728c_00001,"1_discount=0.996,tau=1e-05"
-14.58731535590833,164.2705090045929,False,,,45,5dcc1fbb1c394882a301a9dd45c368da,2020-12-05_20-13-08,1607227988,7328.376472234726,98600,Macbook,192.168.86.30,7328.376472234726,0,45,4728c_00001,"1_discount=0.996,tau=1e-05"
-14.613188937213497,169.172837972641,False,,,46,5dcc1fbb1c394882a301a9dd45c368da,2020-12-05_20-15-57,1607228157,7497.549310207367,98600,Macbook,192.168.86.30,7497.549310207367,0,46,4728c_00001,"1_discount=0.996,tau=1e-05"
-14.576274984986824,167.39191102981567,False,,,47,5dcc1fbb1c394882a301a9dd45c368da,2020-12-05_20-18-45,1607228325,7664.941221237183,98600,Macbook,192.168.86.30,7664.941221237183,0,47,4728c_00001,"1_discount=0.996,tau=1e-05"
-14.565257963997112,165.0392599105835,False,,,48,5dcc1fbb1c394882a301a9dd45c368da,2020-12-05_20-21-30,1607228490,7829.980481147766,98600,Macbook,192.168.86.30,7829.980481147766,0,48,4728c_00001,"1_discount=0.996,tau=1e-05"
-14.483340066577437,163.59789896011353,False,,,49,5dcc1fbb1c394882a301a9dd45c368da,2020-12-05_20-24-13,1607228653,7993.57838010788,98600,Macbook,192.168.86.30,7993.57838010788,0,49,4728c_00001,"1_discount=0.996,tau=1e-05"
-14.561959565707024,167.511568069458,False,,,50,5dcc1fbb1c394882a301a9dd45c368da,2020-12-05_20-27-01,1607228821,8161.089948177338,98600,Macbook,192.168.86.30,8161.089948177338,0,50,4728c_00001,"1_discount=0.996,tau=1e-05"
-14.362999167034536,164.9069049358368,False,,,51,5dcc1fbb1c394882a301a9dd45c368da,2020-12-05_20-29-46,1607228986,8325.996853113174,98600,Macbook,192.168.86.30,8325.996853113174,0,51,4728c_00001,"1_discount=0.996,tau=1e-05"
-14.482967948161804,159.05098915100098,False,,,52,5dcc1fbb1c394882a301a9dd45c368da,2020-12-05_20-32-25,1607229145,8485.047842264175,98600,Macbook,192.168.86.30,8485.047842264175,0,52,4728c_00001,"1_discount=0.996,tau=1e-05"
-14.655245941273668,158.77104592323303,False,,,53,5dcc1fbb1c394882a301a9dd45c368da,2020-12-05_20-35-03,1607229303,8643.818888187408,98600,Macbook,192.168.86.30,8643.818888187408,0,53,4728c_00001,"1_discount=0.996,tau=1e-05"
-14.55394986988282,160.47348499298096,False,,,54,5dcc1fbb1c394882a301a9dd45c368da,2020-12-05_20-37-44,1607229464,8804.29237318039,98600,Macbook,192.168.86.30,8804.29237318039,0,54,4728c_00001,"1_discount=0.996,tau=1e-05"
-14.59048669891114,158.33582210540771,False,,,55,5dcc1fbb1c394882a301a9dd45c368da,2020-12-05_20-40-22,1607229622,8962.628195285797,98600,Macbook,192.168.86.30,8962.628195285797,0,55,4728c_00001,"1_discount=0.996,tau=1e-05"
-14.682781130208955,158.46291399002075,False,,,56,5dcc1fbb1c394882a301a9dd45c368da,2020-12-05_20-43-01,1607229781,9121.091109275818,98600,Macbook,192.168.86.30,9121.091109275818,0,56,4728c_00001,"1_discount=0.996,tau=1e-05"
-14.868572560620589,159.12246990203857,False,,,57,5dcc1fbb1c394882a301a9dd45c368da,2020-12-05_20-45-40,1607229940,9280.213579177856,98600,Macbook,192.168.86.30,9280.213579177856,0,57,4728c_00001,"1_discount=0.996,tau=1e-05"
-14.710598888175827,162.53178596496582,False,,,58,5dcc1fbb1c394882a301a9dd45c368da,2020-12-05_20-48-22,1607230102,9442.745365142822,98600,Macbook,192.168.86.30,9442.745365142822,0,58,4728c_00001,"1_discount=0.996,tau=1e-05"
-14.825456675008041,159.15213823318481,False,,,59,5dcc1fbb1c394882a301a9dd45c368da,2020-12-05_20-51-02,1607230262,9601.897503376007,98600,Macbook,192.168.86.30,9601.897503376007,0,59,4728c_00001,"1_discount=0.996,tau=1e-05"
-14.472465938759589,163.5870659351349,False,,,60,5dcc1fbb1c394882a301a9dd45c368da,2020-12-05_20-53-45,1607230425,9765.484569311142,98600,Macbook,192.168.86.30,9765.484569311142,0,60,4728c_00001,"1_discount=0.996,tau=1e-05"
-14.81269536561157,160.5799310207367,False,,,61,5dcc1fbb1c394882a301a9dd45c368da,2020-12-05_20-56-26,1607230586,9926.064500331879,98600,Macbook,192.168.86.30,9926.064500331879,0,61,4728c_00001,"1_discount=0.996,tau=1e-05"
-14.57588510862135,159.21508312225342,False,,,62,5dcc1fbb1c394882a301a9dd45c368da,2020-12-05_20-59-05,1607230745,10085.279583454132,98600,Macbook,192.168.86.30,10085.279583454132,0,62,4728c_00001,"1_discount=0.996,tau=1e-05"
-14.679366043106171,160.14128160476685,False,,,63,5dcc1fbb1c394882a301a9dd45c368da,2020-12-05_21-01-45,1607230905,10245.420865058899,98600,Macbook,192.168.86.30,10245.420865058899,0,63,4728c_00001,"1_discount=0.996,tau=1e-05"
-14.41767440875995,162.2226812839508,True,,,64,5dcc1fbb1c394882a301a9dd45c368da,2020-12-05_21-04-27,1607231067,10407.64354634285,98600,Macbook,192.168.86.30,10407.64354634285,0,64,4728c_00001,"1_discount=0.996,tau=1e-05"
